I_6_2_S_1-9_1.txt;0;0;79
I_6_2_S_1-9_1.txt;0;0;79
I_6_2_S_1-9_1.txt;0;0;79
I_6_2_S_1-9_1.txt;0;0;79
I_6_2_S_1-9_1.txt;0;0;79
I_6_2_S_1-9_1.txt;0;0;79
I_6_2_S_1-9_1.txt;0;0;79
I_6_2_S_1-9_1.txt;0;0;79
I_6_2_S_1-9_1.txt;0;0;79
I_6_2_S_1-9_1.txt;0;0;79
I_6_2_S_1-9_1.txt;0;0;79
I_6_2_S_1-9_1.txt;0;0;79
I_6_2_S_1-9_1.txt;0;0;79
I_6_2_S_1-9_1.txt;0;0;63
I_6_2_S_1-9_1.txt;0;0;63
I_6_2_S_1-9_1.txt;0;0;63
I_6_2_S_1-9_1.txt;0;0;79
I_6_2_S_1-9_1.txt;0;0;79
I_6_2_S_1-9_1.txt;0;0;76
I_6_2_S_1-9_1.txt;0;0;76
I_6_2_S_1-9_1.txt;0;0;12
I_6_2_S_1-9_1.txt;0;0;12
I_6_2_S_1-9_1.txt;0;0;12
I_6_2_S_1-9_1.txt;0;0;63
I_6_2_S_1-9_1.txt;0;0;79
I_6_2_S_1-9_1.txt;0;0;76
I_6_2_S_1-9_1.txt;0;0;76
I_6_2_S_1-9_1.txt;0;0;76
I_6_2_S_1-9_1.txt;0;0;76
I_6_2_S_1-9_1.txt;0;0;76
I_6_2_S_1-9_1.txt;0;0;76
I_6_2_S_1-9_1.txt;0;0;76
I_6_2_S_1-9_1.txt;0;0;23
I_6_2_S_1-9_1.txt;0;0;76
I_6_2_S_1-9_1.txt;0;0;76
I_6_2_S_1-9_1.txt;0;0;76
I_6_2_S_1-9_1.txt;0;0;76
I_6_2_S_1-9_1.txt;0;0;63
I_6_2_S_1-9_1.txt;0;0;23
I_6_2_S_1-9_1.txt;0;0;63
I_6_2_S_1-9_1.txt;0;0;23
I_6_2_S_1-9_1.txt;106;0;63
I_6_2_S_1-9_1.txt;276;0;76
I_6_2_S_1-9_1.txt;321;0;76
I_6_2_S_1-9_1.txt;0;0;70
I_6_2_S_1-9_1.txt;514;0;76
I_6_2_S_1-9_1.txt;517;0;76
I_6_2_S_1-9_1.txt;69136;0;41
I_6_2_S_1-9_1.txt;69234;0;41
I_6_2_S_1-9_1.txt;69460;0;41
I_6_2_S_1-9_1.txt;37683;0;42
I_6_2_S_1-9_1.txt;1357;0;76
I_6_2_S_1-9_1.txt;1471;0;76
I_6_2_S_1-9_1.txt;17391;0;44
I_6_2_S_1-9_1.txt;44811;0;45
I_6_2_S_1-9_1.txt;265;0;76
I_6_2_S_1-9_1.txt;179;0;76
I_6_2_S_1-9_1.txt;187;0;76
I_6_2_S_1-9_1.txt;161;0;75
I_6_2_S_1-9_1.txt;186219;0;33
I_6_2_S_1-9_1.txt;289;0;79
I_6_2_S_1-9_1.txt;14275;0;79
I_6_2_S_1-9_1.txt;73892;0;77
I_6_2_S_1-9_1.txt;122399;0;72
I_6_2_S_1-9_1.txt;120969;0;72
I_6_2_S_1-9_1.txt;911;0;79
I_6_2_S_1-9_1.txt;3;0;79
I_6_2_S_1-9_1.txt;635;0;76
I_6_2_S_1-9_1.txt;789;0;76
I_6_2_S_1-9_1.txt;113672;0;74
I_6_2_S_1-9_1.txt;118578;0;74
I_6_2_S_1-9_1.txt;118605;0;74
I_50_10_S_1-9_1.txt;101421;0;363
I_50_10_S_1-9_1.txt;102482;0;363
I_50_10_S_1-9_1.txt;102640;0;363
I_50_10_S_1-9_1.txt;1025271;0;321
I_50_10_S_1-9_1.txt;1017112;0;321
